,RMSE mean,RMSE standard deviation,Hyperparameters
130,0.035120558091674435,0.00046141464840852267,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.1, 'max_depth': 4, 'gamma': 0.01, 'subsample': 0.6}"
131,0.03510556303050551,0.00045764839184094875,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.1, 'max_depth': 4, 'gamma': 0.01, 'subsample': 0.5}"
132,0.03495371964635898,0.0007419205711932808,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.1, 'max_depth': 2, 'gamma': 0.01, 'subsample': 0.7}"
133,0.03487415819416419,0.0006208215890441397,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.1, 'max_depth': 2, 'gamma': 0.01, 'subsample': 0.6}"
134,0.0348530079581441,0.0005459051784543729,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.1, 'max_depth': 2, 'gamma': 0.01, 'subsample': 0.5}"
135,0.03479963976607877,0.00040172379540344703,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.05, 'max_depth': 3, 'gamma': 0.01, 'subsample': 0.7}"
136,0.03478403858627454,0.0005769922046117833,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.05, 'max_depth': 4, 'gamma': 0.01, 'subsample': 0.7}"
137,0.03458203362369566,0.0003585591004425341,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.05, 'max_depth': 3, 'gamma': 0.01, 'subsample': 0.6}"
138,0.03456471766790366,0.0004601647274346536,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.05, 'max_depth': 4, 'gamma': 0.01, 'subsample': 0.6}"
139,0.03454714301150854,0.0004502821636485329,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.05, 'max_depth': 4, 'gamma': 0.01, 'subsample': 0.5}"
140,0.03452325615701934,0.0004952735347289614,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.05, 'max_depth': 3, 'gamma': 0.01, 'subsample': 0.5}"
141,0.03445691316257243,0.0005921287970675485,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.1, 'max_depth': 3, 'gamma': 0.01, 'subsample': 0.6}"
142,0.034456693165625545,0.0004989669416261207,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.1, 'max_depth': 3, 'gamma': 0.01, 'subsample': 0.7}"
143,0.034271805143589365,0.0005947068109729741,"{'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'seed': 315, 'learning_rate': 0.1, 'max_depth': 3, 'gamma': 0.01, 'subsample': 0.5}"
